dataset,plate_id,model_id,print_round,slice_um,hatch_um,validation_label,notes,labeled_at,volume,surface_area,fill_fraction,slenderness_ratio,plane_face_ratio,cylindrical_face_ratio,bspline_face_ratio,compactness,area_volume_ratio,bbox_x,bbox_y,bbox_z,step_path,cluster,rank
fabrication_sweep,,41321_43c99300,2,0.325,0.325,0,,2026-04-12T17:40:48.457121+00:00,2853.342488811493,4804.8678583514375,0.3874110397925604,3130.4882725662983,0.5,0.5,0.0,0.0083007213537411,1.6839436125148846,8.2042002,109.4232002,8.2042002,,,
fabrication_sweep,,41648_577daf16,2,0.325,0.325,0,,2026-04-12T17:40:48.463816+00:00,21807.36454858326,24553.65523667042,0.1919662332489303,6436.595961736824,0.5454545454545454,0.4545454545454545,0.0,0.0036333754729185,1.125934093593422,20.0000002,284.00000020000004,20.0000002,,,
fabrication_sweep,,41759_f26a9c8c,2,0.325,0.325,1,,2026-04-12T17:40:48.464607+00:00,87.36586775319438,130.32353538278366,0.907697244845813,721.8269931397479,0.8888888888888888,0.1111111111111111,0.0,0.3900025121752476,1.4916985172166233,5.0000000882413,3.5000002,5.5000000882413,,,
fabrication_sweep,,41868_002280d0,2,0.325,0.325,0,,2026-04-12T17:40:48.458736+00:00,154.67564547074522,385.9162662462318,0.585892505336494,721.1248332286898,0.7142857142857143,0.2857142857142857,0.0,0.0470778905119652,2.495003431676144,22.00000052782551,4.000000259604647,3.0000002,,,
fabrication_sweep,,41896_7d8659e6,2,0.325,0.325,0,,2026-04-12T17:40:48.461161+00:00,16493.36143134641,33118.6697541436,0.13630876957249827,9609.385199457336,0.5,0.5,0.0,0.000846938883273,2.0080000000000005,22.0000002,22.0000002,250.0000002,,,
fabrication_sweep,,41941_79d46bb4,2,0.325,0.325,0,,2026-04-12T17:40:48.457789+00:00,1329.0755119689272,1267.0631174593584,0.8213557019047368,1109.4472775731458,0.75,0.0,0.25,0.0982102774396139,0.953341707110605,21.62025150458496,2.5400002,29.46618338171598,,,
fabrication_sweep,,41982_f75ceb8f,2,0.325,0.325,1,,2026-04-12T17:40:48.457495+00:00,72257.34952663079,12195.826092811512,0.7929475819218305,7800.314405780769,0.8333333333333334,0.1666666666666666,0.0,0.325523809377597,0.1687831919203829,90.00000019999999,22.5000002,45.0000002,,,
fabrication_sweep,,42230_49452475,2,0.325,0.325,0,,2026-04-12T17:40:48.464333+00:00,46406.37733441026,12903.522142530956,0.2148597967225012,4054.80137093028,0.8125,0.09375,0.09375,0.1133660182592831,0.2780549330439334,129.77910264287928,83.2123408943105,20.0000002,,,
fabrication_sweep,,42811_4743cfd2,2,0.325,0.325,0,,2026-04-12T17:40:48.461586+00:00,1536.2637836105905,1452.6560571108591,0.321956279427514,964.597271030341,0.8571428571428571,0.1428571428571428,0.0,0.0870754165055475,0.9455772326395452,18.01288635846033,66.01288635846029,4.012886358460451,,,
fabrication_sweep,,43866_908e0b9a,2,0.325,0.325,1,,2026-04-12T17:40:48.462529+00:00,7.853981633974481,47.123889803846886,0.43633210935267863,218.39520354212112,0.5,0.5,0.0,0.0666666666666666,6.0,6.0000002,6.0000002,0.5000001999999999,,,
fabrication_sweep,,45906_f3f016af,2,0.325,0.325,0,,2026-04-12T17:40:48.459413+00:00,2706152.09263366,350837.3777145329,0.22190932822173373,36056.2393057602,0.7777777777777778,0.0,0.0,0.0191795850703436,0.129644367982693,150.0000002,400.0000002,203.24758384862864,,,
fabrication_sweep,,61840_0735b513,2,0.325,0.325,1,,2026-04-12T17:40:48.459020+00:00,241833.43033553375,41985.605502217535,0.30529905030855475,11776.166683130066,0.4193548387096774,0.5806451612903226,0.0,0.0893683590248328,0.1736137367111083,176.27222752025142,64.19614495361819,70.00000019999999,,,
fabrication_sweep,,73388_10a40b49,2,0.325,0.325,0,,2026-04-12T17:40:48.459284+00:00,1.391775762432253,19.30887791485544,0.45474992114749213,78.62232918431272,0.5,0.5,0.0,0.0304312506876232,13.873555235012454,4.123460364660382,0.1800001999999985,4.123460364660378,,,
fabrication_sweep,,90114_99894f36,2,0.325,0.325,0,,2026-04-12T17:40:48.458049+00:00,319032.2888012031,75624.78486595381,0.2357654194958621,30285.34327443968,0.6363636363636364,0.1818181818181818,0.1818181818181818,0.0266151670318273,0.2370442977735005,135.317676446046,100.0000002,100.0000002,,,
fabrication_sweep,,91573_272066be,2,0.325,0.325,1,,2026-04-12T17:40:48.461902+00:00,165000.0,20600.0,0.9999999875151456,10400.419184595648,1.0,0.0,0.0,0.352223720996113,0.1248484848484848,30.0000002,110.0000002,50.0000002,,,
fabrication_sweep,,99094_559fbfc2,2,0.325,0.325,0,,2026-04-12T17:40:48.458174+00:00,10344.314721506516,8790.570124221109,0.6322654331764987,545.5904504698714,1.0,0.0,0.0,0.0178157740404501,0.8497972423388214,155.03174325165497,3.5000002,30.15182380965236,,,
fabrication_sweep,,103284_e25015aa,3,0.55,0.55,0,,2026-04-12T17:40:48.476639+00:00,18018.51795670702,5472.440774252975,0.7853981395439271,4892.35565050978,0.6666666666666666,0.3333333333333333,0.0,0.2240512117055327,0.3037120359955005,50.8000002,50.8000002,8.8900002,,,
fabrication_sweep,,104542_2e4f8127,3,0.55,0.55,0,,2026-04-12T17:40:48.473162+00:00,165.67293623491452,251.78570226844568,0.5496397661199427,1028.281742539184,0.7777777777777778,0.2222222222222222,0.0,0.1944743449827609,1.5197756977725578,21.427982756358368,4.000000200000001,3.5166740922976096,,,
fabrication_sweep,,107743_e0c2c81f,3,0.55,0.55,0,,2026-04-12T17:40:48.464812+00:00,2826833044203.3774,3553355473.176776,0.8315590739103106,512863.9472493894,1.0,0.0,0.0,0.0201435830928042,0.0012570093166496,53340.0000002,2133.6000002,29870.400000200003,,,
fabrication_sweep,,113001_c1b164a3,3,0.55,0.55,0,,2026-04-12T17:40:48.475964+00:00,88.35729338221293,239.15374075452291,0.7853979508094068,825.4819222878982,0.6666666666666666,0.3333333333333333,0.0,0.0645513970775192,2.706666666666666,1.5000002,50.0000002,1.5000002,,,
fabrication_sweep,,115430_11599f38,3,0.55,0.55,0,,2026-04-12T17:40:48.473863+00:00,8604.855895809536,5908.227042938842,0.5843875498681738,578.838442556511,0.5263157894736842,0.4561403508771929,0.0175438596491228,0.0406039279389382,0.6866154546313877,60.00001861986601,4.000018619866008,61.352074009500726,,,
fabrication_sweep,,115430_67c93e4d,3,0.55,0.55,0,,2026-04-12T17:40:48.470432+00:00,10244.14732172926,5937.18543796019,0.2385117183238231,928.813435451754,0.2857142857142857,0.7142857142857143,0.0,0.0567103285800977,0.5795685332801291,85.90057386544738,5.000000200000001,100.0000016901161,,,
fabrication_sweep,,119904_87c09b29,3,0.55,0.55,0,,2026-04-12T17:40:48.470804+00:00,564758.710258282,1041541.1606244148,0.03946999524993346,14500.418762400595,1.0,0.0,0.0,3.192632545519912e-05,1.844223279262192,281.1270090580588,363.5509164920858,140.0000038743408,,,
fabrication_sweep,,121265_61ecb972,3,0.55,0.55,0,,2026-04-12T17:40:48.474197+00:00,301840.93330209795,56433.50875890813,0.37903941502424204,13757.475836637765,0.5,0.5,0.0,0.057332051633084,0.1869643992335081,123.7500002,52.0000002,123.7500002,,,
fabrication_sweep,,122019_3a524981,3,0.55,0.55,0,,2026-04-12T17:40:48.481040+00:00,219.519908595923,476.0399982298868,0.2926808044771691,1169.262644766177,0.9767441860465116,0.0232558139534883,0.0,0.050520758832753,2.168550457563046,10.00000020372529,7.143159663088111,10.50000018509884,,,
fabrication_sweep,,125814_188a264c,3,0.55,0.55,0,,2026-04-12T17:40:48.484819+00:00,3147.632755551881,2266.548667390109,0.953828043865129,1211.4137891254466,0.7777777777777778,0.2222222222222222,0.0,0.096233291339394,0.7200804043585799,15.0000002,4.000000200000001,55.0000002,,,
fabrication_sweep,,128355_739c5ce0,3,0.55,0.55,0,,2026-04-12T17:40:48.479225+00:00,1519999999.9999995,31960000.0,0.10582010579158059,423994.80505473673,1.0,0.0,0.0,0.0080042240638169,0.0210263157894736,3800.0000002,2700.0000002,1400.0000002000002,,,
fabrication_sweep,,128656_22e204c6,3,0.55,0.55,0,,2026-04-12T17:40:48.486813+00:00,1161381.358164579,87698.92360426842,0.5352976607706482,25891.63127745242,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.2261618176808371,0.0755125979832032,176.3492140897649,136.6984109716544,90.00000019999999,,,
fabrication_sweep,,128996_2033836a,3,0.55,0.55,0,,2026-04-12T17:40:48.474527+00:00,1847.2564803107985,835.6636458548849,0.7853981278671984,6603.854607853494,0.6666666666666666,0.3333333333333333,0.0,0.661320892258347,0.4523809523809523,14.0000002,12.0000002,14.0000002,,,
fabrication_sweep,,128996_be3a6361,3,0.55,0.55,0,,2026-04-12T17:40:48.468283+00:00,653.451271946677,678.5840131753953,0.7853980818359321,2201.284942660659,0.6666666666666666,0.3333333333333333,0.0,0.1545496113397348,1.0384615384615383,4.0000002,52.0000002,4.0000002,,,
fabrication_sweep,,130679_7a357a9c,3,0.55,0.55,0,,2026-04-12T17:40:48.475031+00:00,24715.960966811326,17581.28472374822,0.9999999288666436,1040.0419808622134,1.0,0.0,0.0,0.0127132197245067,0.7113332452400466,106.9981181428429,3.000000200000386,76.99811768094179,,,
fabrication_sweep,,131028_c6aea443,3,0.55,0.55,0,,2026-04-12T17:40:48.483386+00:00,33783.54425070596,10272.67641000312,0.23352220010124158,3425.0335986393206,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.1190726362090908,0.3040733776708006,86.05956736297333,15.0000002,112.06928798804424,,,
fabrication_sweep,,132321_74af461c,3,0.55,0.55,0,,2026-04-12T17:40:48.481600+00:00,1397.2128761013396,1141.7766110039274,0.581561616409727,1322.834262886868,0.4545454545454545,0.5454545454545454,0.0,0.1483317446711682,0.8171815694898553,22.671879518702987,5.000000200000001,21.19382273415769,,,
fabrication_sweep,,133604_d1452929,3,0.55,0.55,0,,2026-04-12T17:40:48.482499+00:00,14863.181192100365,13965.838388118833,0.17995074573860462,515.590721170464,0.3333333333333333,0.238095238095238,0.4285714285714285,0.0091722288395096,0.9396264640534382,232.30170540316828,142.221639201826,2.5000002,,,
fabrication_sweep,,134044_8027716b,3,0.55,0.55,0,,2026-04-12T17:40:48.486478+00:00,666540.0,57408.0,0.9999999913871621,12133.822370472237,1.0,0.0,0.0,0.2655752241384397,0.0861283643892339,138.0000002,35.0000002,138.0000002,,,
fabrication_sweep,,134926_635bdb3a,3,0.55,0.55,0,,2026-04-12T17:40:48.468130+00:00,239090.03877082813,34658.96426930892,0.4012313533024971,13085.92740812868,1.0,0.0,0.0,0.1552846749598651,0.1449619751934965,80.00000020000003,98.66695270697538,75.4926927257901,,,
fabrication_sweep,,136617_c41e239f,3,0.55,0.55,0,,2026-04-12T17:40:48.485354+00:00,7235.12726359814,2731.9569573004574,0.557821760567604,3959.180874769382,0.5384615384615384,0.4615384615384615,0.0,0.2903508921367998,0.3775962547397974,45.03583554458194,18.0000002,16.0000002,,,
fabrication_sweep,,137053_59e609b3,3,0.55,0.55,0,,2026-04-12T17:40:48.483740+00:00,7233.284045615367,3169.4479612789296,0.1669822801063728,5283.3207645403245,0.7,0.3,0.0,0.1858542670311987,0.4381755149239809,40.72441686701209,45.26290138970607,23.500000384858268,,,
fabrication_sweep,,138219_cdff4f61,3,0.55,0.55,0,,2026-04-12T17:40:48.465237+00:00,26733.41758014273,15147.704849981485,0.051163148228667056,11782.289428688597,0.975609756097561,0.024390243902439,0.0,0.0232552404695174,0.5666205902994245,70.0330087889911,80.00000019999999,93.261940781426,,,
fabrication_sweep,,138915_28fbd2f7,3,0.55,0.55,0,,2026-04-12T17:40:48.487083+00:00,4302564.000000003,515744.8000000004,0.12852611824639845,14422.49575114907,1.0,0.0,0.0,0.0152616847368036,0.1198691756822211,533.4000002,1046.0000002000002,60.0000002,,,
fabrication_sweep,,139787_fca785f0,3,0.55,0.55,0,,2026-04-12T17:40:48.472488+00:00,942.477796076938,816.8140899333459,0.7853980953289579,1650.9637345115548,0.6666666666666666,0.3333333333333333,0.0,0.184342284934001,0.8666666666666664,20.0000002,20.0000002,3.0000002,,,
fabrication_sweep,,140760_c36e4bec,3,0.55,0.55,0,,2026-04-12T17:40:48.473466+00:00,97389.3722612836,15865.042900628456,0.3246312377328422,21839.51170576552,0.6,0.4,0.0,0.2686282940616383,0.1629032258064515,50.0000002,50.0000002,120.0000002,,,
fabrication_sweep,,141118_cb31cb8f,3,0.55,0.55,0,,2026-04-12T17:40:48.484633+00:00,148.44025288211776,212.05750411731103,0.7853980511935664,1650.963734511555,0.6666666666666666,0.3333333333333333,0.0,0.2613333333333335,1.4285714285714282,3.0000002,3.0000002,21.00000020000001,,,
fabrication_sweep,,148051_c59af578,3,0.55,0.55,0,,2026-04-12T17:40:48.478780+00:00,810.2217406643126,1453.0280931925909,0.5562445818286849,277.36184123279816,0.8888888888888888,0.1111111111111111,0.0,0.0242012682186124,1.7933709011575425,1.2700002,19.526250200000003,58.737500200000056,,,
fabrication_sweep,,21237_7887a24b,3,0.55,0.55,0,,2026-04-12T17:40:48.486658+00:00,325.9117417296129,700.8310356436941,0.36670798337195226,1802.812010959246,0.7333333333333333,0.2666666666666666,0.0,0.0348989539835995,2.150370624649438,7.5000002,7.5000002,15.8000002,,,
fabrication_sweep,,21339_4c044144,3,0.55,0.55,0,,2026-04-12T17:40:48.471442+00:00,9348.90389089863,5858.359407433605,0.6243263455479985,888.8531604156534,0.8571428571428571,0.1428571428571428,0.0,0.0491638322330876,0.6266359645794253,65.00000020000002,5.000000200000001,46.075032860332605,,,
fabrication_sweep,,21626_b34008e6,3,0.55,0.55,0,,2026-04-12T17:40:48.475167+00:00,31788.893944738644,8798.527299453452,0.7095735071159458,2554.364825732472,0.6153846153846154,0.3846153846153846,0.0,0.1677927727358133,0.2767799129705074,64.0000002,70.00000019999999,10.0000002,,,
fabrication_sweep,,21732_adaf1650,3,0.55,0.55,0,,2026-04-12T17:40:48.467144+00:00,11988.317566098647,4222.300526424681,0.785398135735575,6603.854607853496,0.6666666666666666,0.3333333333333333,0.0,0.2159341973396501,0.3522012578616352,12.0000002,12.0000002,106.0000002,,,
fabrication_sweep,,21822_7d3db422,3,0.55,0.55,0,,2026-04-12T17:40:48.468685+00:00,350.4839304161113,954.6514676095984,0.4005530289991231,2183.951249198793,0.5,0.5,0.0,0.0159681300424555,2.723809523809524,5.000000200000002,35.0000002,5.0000002,,,
fabrication_sweep,,22011_0832eefe,3,0.55,0.55,0,,2026-04-12T17:40:48.478557+00:00,8246.680715673207,3455.751918948773,0.7853981304854514,5503.212191555287,0.6666666666666666,0.3333333333333333,0.0,0.1863730277986475,0.4190476190476191,10.0000002,105.0000002,10.0000002,,,
fabrication_sweep,,22025_b77024b9,3,0.55,0.55,0,,2026-04-12T17:40:48.477506+00:00,1448999.998170572,118200.00005081744,0.7155555511538626,21633.74360268611,1.0,0.0,0.0,0.1437926584682119,0.0815734991028642,150.0000002,90.00000019999999,150.0000002,,,
fabrication_sweep,,22254_539990c2,3,0.55,0.55,0,,2026-04-12T17:40:48.481436+00:00,3265.6855634065905,1463.353858042126,0.7853981282035648,5503.212191555287,0.6666666666666666,0.3333333333333333,0.0,0.384904541613529,0.4481000481000481,10.0000002,41.58000020000001,10.0000002,,,
fabrication_sweep,,22276_69c5036b,3,0.55,0.55,0,,2026-04-12T17:40:48.468846+00:00,17855.097456106647,5714.3893421169305,0.7529983555654635,3577.0879080013,0.8,0.2,0.0,0.1932267912959442,0.320042461608774,32.0000002,13.0000002,57.0000002,,,
fabrication_sweep,,22433_9f17ac4c,3,0.55,0.55,0,,2026-04-12T17:40:48.483113+00:00,19.53755489519787,448.2701250994515,0.0841932693675724,1386.8090751269208,0.5,0.5,0.0,0.000479262453828,22.94402383020977,3.1750002,23.020000200000005,3.1750002,,,
fabrication_sweep,,22645_1ba0af00,3,0.55,0.55,0,,2026-04-12T17:40:48.466282+00:00,1207168.5240152774,125778.97634595854,0.27108363185771095,29866.51406726665,0.8333333333333334,0.1666666666666666,0.0,0.0828254896093026,0.1041933862950577,205.0000002,144.816979971956,150.0000002,,,
fabrication_sweep,,22666_bdaa1303,3,0.55,0.55,0,,2026-04-12T17:40:48.485001+00:00,1428.2645447264372,1966.7577179130656,0.26416212202335043,2356.949884539035,0.3529411764705882,0.6470588235294118,0.0,0.0303261371654185,1.3770262135084848,23.8252002,23.8252002,9.5250002,,,
fabrication_sweep,,23255_972fbfe6,3,0.55,0.55,0,,2026-04-12T17:40:48.469236+00:00,54674.16813008448,16739.45995442352,0.6577982155976904,3915.085602343405,0.3333333333333333,0.6666666666666666,0.0,0.0720762881926517,0.3061676204125477,46.0000002,160.0000002,11.293061055392991,,,
fabrication_sweep,,23364_73dd9d4d,3,0.55,0.55,0,,2026-04-12T17:40:48.466557+00:00,89989195.34055518,9197910.062522164,0.22962016249933423,58087.1744216172,0.912280701754386,0.0350877192982456,0.0175438596491228,0.0011769706534651,0.1022112713388933,715.0074365775941,1260.007436577594,435.0074365775942,,,
fabrication_sweep,,23554_a0845d54,3,0.55,0.55,0,,2026-04-12T17:40:48.478270+00:00,6542.366701100744,5046.968597992003,0.16483664723392322,4367.90241103954,0.5,0.5,0.0,0.0376556658328626,0.7714285714285716,63.0000002,10.0000002,63.0000002,,,
fabrication_sweep,,23630_84ec484d,3,0.55,0.55,0,,2026-04-12T17:40:48.467728+00:00,43568.82237088413,30421.46271593444,0.14179421907766282,4705.839245717687,0.1045454545454545,0.0363636363636363,0.8590909090909091,0.0076254195037425,0.6982392697458879,50.80002987683045,79.37502987683047,76.20253637026508,,,
fabrication_sweep,,23662_88a30d39,3,0.55,0.55,0,,2026-04-12T17:40:48.468552+00:00,43535.35106324625,30482.810725223066,0.14163709768213859,5101.23933404085,0.3519553072625698,0.0502793296089385,0.5977653631284916,0.0075678313795017,0.7001852513130989,50.8075220835142,79.3825220835142,76.21002857694884,,,
fabrication_sweep,,23859_7e2e04e5,3,0.55,0.55,0,,2026-04-12T17:40:48.480292+00:00,43513.19901530598,30528.693452398657,0.12553593548123473,6341.935937255983,0.3370786516853932,0.0674157303370786,0.5955056179775281,0.0075260958566933,0.7015961626186124,50.80146349890261,89.53646390421422,76.20382788615821,,,
fabrication_sweep,,23881_bec7f38c,3,0.55,0.55,0,,2026-04-12T17:40:48.465880+00:00,22704.290107493456,15758.228750406402,0.2399827688252557,15724.448452611428,0.5,0.5,0.0,0.0148986194316691,0.6940639269406387,36.0000002,36.0000002,73.00000019999999,,,
fabrication_sweep,,24476_568e9ca0,3,0.55,0.55,0,,2026-04-12T17:40:48.467853+00:00,132.05330515210065,280.39786315832623,0.3237904644808219,460.35417725946894,0.8823529411764706,0.1176470588235294,0.0,0.08945957398543,2.123368762602045,28.5001775168148,7.15496669683765,2.000000200000004,,,
fabrication_sweep,,24504_493cee15,3,0.55,0.55,0,,2026-04-12T17:40:48.473307+00:00,10885.470248628128,3265.667210196042,0.44637355536214823,10392.373071045158,0.6666666666666666,0.0,0.3333333333333333,0.3847963881611199,0.30000240096266,24.953984597136696,51.7500002,18.88419511579034,,,
fabrication_sweep,,24603_a4021250,3,0.55,0.55,0,,2026-04-12T17:40:48.469664+00:00,268099.1118430781,268992.77554922114,0.12411995831777047,13103.707014723506,0.5555555555555556,0.4444444444444444,0.0,0.0004176584530515,1.0033333333333312,600.0000001999999,60.0000002,60.00000020000001,,,
fabrication_sweep,,25168_05818e21,3,0.55,0.55,0,,2026-04-12T17:40:48.486145+00:00,50890.10184723315,7977.260002854311,0.7175691122409533,10852.248045540431,0.5,0.25,0.25,0.5769760309078551,0.1567546480217553,39.583333533333416,35.8333335333334,50.0000002,,,
fabrication_sweep,,25203_1cc0cb3c,3,0.55,0.55,0,,2026-04-12T17:40:48.476785+00:00,201.96794948007872,322.6413429510902,0.7499998879206661,786.8363581369239,1.0,0.0,0.0,0.1373590365089706,1.5974878379547752,2.59807641135332,34.5500002,3.000000200000001,,,
fabrication_sweep,,25474_5422a377,3,0.55,0.55,0,,2026-04-12T17:40:48.484227+00:00,23689.97506262089,6916.261656934004,0.646624679357364,4827.446987394108,0.75,0.25,0.0,0.1918524435387716,0.2919488787409824,50.0000002,15.0000002,48.84848023542365,,,
fabrication_sweep,,26245_4aac38e1,3,0.55,0.55,0,,2026-04-12T17:40:48.475489+00:00,31554.156612655883,5541.769440932394,0.7853981496036978,17059.95756268648,0.6666666666666666,0.3333333333333333,0.0,0.6616375829798813,0.1756272401433691,36.0000002,36.0000002,31.000000199999995,,,
fabrication_sweep,,26768_c4df841f,3,0.55,0.55,0,,2026-04-12T17:40:48.474357+00:00,162353.34170780517,31819.660746570407,0.34360495333377894,15983.489959537425,0.4285714285714285,0.5714285714285714,0.0,0.0925312017685596,0.1959901805029534,90.0000002,70.00000020000004,75.00000020000002,,,
fabrication_sweep,,27054_342fcf5c,3,0.55,0.55,0,,2026-04-12T17:40:48.475675+00:00,313306.34298836446,34312.95542563558,0.6315068580451666,11905.507942674863,0.6,0.4,0.0,0.2747997732217505,0.1095188660987622,45.0000002,45.0000002,245.0000002,,,
fabrication_sweep,,27070_53448c4a,3,0.55,0.55,0,,2026-04-12T17:40:48.472121+00:00,2327.65544516472,1699.0282873618075,0.545147049584758,2252.8086284457627,0.8571428571428571,0.1428571428571428,0.0,0.1249360962923926,0.7299311807042702,15.0000002,7.000000200000002,40.66452562613404,,,
fabrication_sweep,,27577_8520e14a,3,0.55,0.55,0,,2026-04-12T17:40:48.465598+00:00,9979721.976,755159.7799999999,0.999999992433058,13208.53234571572,1.0,0.0,0.0,0.0261560828679763,0.0756694206327657,2946.4000002,88.9000002,38.1000002,,,
fabrication_sweep,,29737_245fd8bb,3,0.55,0.55,0,,2026-04-12T17:40:48.486947+00:00,7986780.622369587,1102457.9755088687,0.10262774577118472,29845.19807804157,1.0,0.0,0.0,0.0053840582979546,0.1380353395986707,736.5999899003169,904.23998684856,116.8400002000001,,,
fabrication_sweep,,30380_4d422f95,3,0.55,0.55,0,,2026-04-12T17:40:48.482351+00:00,88853.43254408904,26400.225478397253,0.4615762662065002,6385.911987700238,0.5384615384615384,0.4615384615384615,0.0,0.0485263789114578,0.2971210534302934,35.00000020000004,25.0000002,220.0000002,,,
fabrication_sweep,,30417_0010bc7c,3,0.55,0.55,0,,2026-04-12T17:40:48.471203+00:00,369500.2805598477,34408.617549924966,0.598966888885742,20713.305033469333,0.75,0.25,0.0,0.3790358130431898,0.0931220336227913,119.0000002,72.00000020000003,72.00000020000002,,,
fabrication_sweep,,30418_de83ae84,3,0.55,0.55,0,,2026-04-12T17:40:48.470064+00:00,0.5595595215501266,8.58826549177214,0.5594964946583966,129.16975827958902,0.6363636363636364,0.3636363636363636,0.0,0.055902157493821,15.348260839133596,0.5000560991276535,4.000000200000001,0.5000002,,,
fabrication_sweep,,30445_791b6800,3,0.55,0.55,0,,2026-04-12T17:40:48.470633+00:00,883.5729338221298,746.128255227576,0.7853980970742446,2751.6061508097573,0.6666666666666666,0.3333333333333333,0.0,0.2125674296544687,0.8444444444444441,45.0000002,5.000000200000002,5.000000199999988,,,
fabrication_sweep,,30980_d0535092,3,0.55,0.55,0,,2026-04-12T17:40:48.475334+00:00,10698359340.016829,62087764.97024148,0.4729137854362259,202826.9102979421,0.7393617021276596,0.2606382978723404,0.0,0.0540839815817599,0.0058034847210641,5766.62343276205,1875.0000002,2092.2440556180595,,,
fabrication_sweep,,31460_39fdfc6a,3,0.55,0.55,0,,2026-04-12T17:40:48.472291+00:00,33920.33477868117,15375.532499848116,0.15022285219929818,6491.145953571986,0.7894736842105263,0.2105263157894736,0.0,0.0357999266197409,0.4532836306058981,95.0000002,59.42107805182411,40.0000002,,,
fabrication_sweep,,31744_086479d0,3,0.55,0.55,0,,2026-04-12T17:40:48.469797+00:00,67090.00252492397,9740.954874983392,0.4219634901383201,9654.893910422255,0.8888888888888888,0.1111111111111111,0.0,0.5507612735036239,0.1451923462272135,91.4063368982044,57.98095573693484,30.0000002,,,
fabrication_sweep,,33529_756075a0,3,0.55,0.55,0,,2026-04-12T17:40:48.468415+00:00,10050000.0,491868.3298050514,0.3722222214364198,51087.29554399082,1.0,0.0,0.0,0.0959926356260974,0.0489421223686618,300.00000020000004,450.0000002,200.00000019999996,,,
fabrication_sweep,,34520_035b5e9a,3,0.55,0.55,0,,2026-04-12T17:40:48.472760+00:00,1132.7640631048723,1656.3104788256103,0.15803069427741032,3057.5317139350927,0.5,0.5,0.0,0.0319378774566128,1.4621848739495786,32.0000002,7.000000200000001,32.0000002,,,
fabrication_sweep,,34526_3ea355a5,3,0.55,0.55,0,,2026-04-12T17:40:48.466421+00:00,1054.055016946911,757.2069688158549,0.7853981069758109,2201.284942660659,0.6666666666666666,0.3333333333333333,0.0,0.2894243896246532,0.7183751859643134,4.0000002,18.317099655858858,18.317099655858858,,,
fabrication_sweep,,34678_f709cdcc,3,0.55,0.55,0,,2026-04-12T17:40:48.466821+00:00,15.399425890723698,58.86354248944776,0.4462810450691604,614.2070870316194,0.8888888888888888,0.1111111111111111,0.0,0.131498938992892,3.8224504541371225,4.32000020000001,2.1350001999999995,3.741229944348806,,,
fabrication_sweep,,35166_562b126c,3,0.55,0.55,0,,2026-04-12T17:40:48.467981+00:00,339.1447444320606,565.5848524165872,0.35881210255039964,965.4894489715888,0.5,0.5,0.0,0.0719000591141568,1.6676798378926034,17.7500002,3.0000002,17.7500002,,,
fabrication_sweep,,35968_5488b3e5,3,0.55,0.55,0,,2026-04-12T17:40:48.478422+00:00,13799.445730893169,7074.866655884213,0.27598890965005746,7631.428360003164,0.5,0.5,0.0,0.060816424347256,0.5126920887877062,50.0000002,20.0000002,50.0000002,,,
fabrication_sweep,,37377_90529181,3,0.55,0.55,0,,2026-04-12T17:40:48.482000+00:00,233557.77884031623,28509.95333132737,0.7720918218927346,9539.285430925383,0.5,0.5,0.0,0.266226649830291,0.1220680958385876,110.0000002,25.0000002,110.0000002,,,
fabrication_sweep,,37683_e2cca100,3,0.55,0.55,0,,2026-04-12T17:40:48.477063+00:00,697.4335690969341,860.7963870836031,0.2759926927135631,2252.8086284457627,0.375,0.625,0.0,0.0862495347779943,1.2342342342342338,19.0000002,19.0000002,7.000000200000002,,,
fabrication_sweep,,38287_88ec74de,3,0.55,0.55,0,,2026-04-12T17:40:48.479360+00:00,25132.741228718343,5654.866776461628,0.7853981457259654,11006.42427304633,0.6666666666666666,0.3333333333333333,0.0,0.3950617283950615,0.225,20.0000002,80.00000019999999,20.0000002,,,
fabrication_sweep,,38454_24787d99,3,0.55,0.55,0,,2026-04-12T17:40:48.479501+00:00,1307.1553080565966,972.1126176810368,0.6938620390493367,1514.267221264137,0.875,0.125,0.0,0.210357022333297,0.7436856291593368,22.07106811064708,17.071067913083798,5.000000200000002,,,
fabrication_sweep,,39390_61cd2601,3,0.55,0.55,0,,2026-04-12T17:40:48.471774+00:00,1699.8522273149497,1093.6947563760043,0.5798043332937596,3442.279234106409,0.7142857142857143,0.2857142857142857,0.0,0.2497964838625913,0.6434057848096487,15.0220002,15.0000002,13.0110002,,,
fabrication_sweep,,39793_5193d5ab,3,0.55,0.55,0,,2026-04-12T17:40:48.469389+00:00,3936.736078125,2475.8015,0.8367346474444034,1144.7856445064913,1.0,0.0,0.0,0.1154988098077003,0.6288969976313937,22.225000200000004,4.762500200000001,44.450000200000005,,,
fabrication_sweep,,40491_ac67bf4c,3,0.55,0.55,0,,2026-04-12T17:40:48.476924+00:00,610.8983012948487,1468.1018765997355,0.5090818048988114,255.43652855181324,0.8333333333333334,0.1666666666666666,0.0,0.0133389494603179,2.403185396796773,120.00000020000016,1.0000002,10.00000020000004,,,
